2014-10-10 03:40:26 startup archives install
2014-10-10 03:43:52 status half-configured libtimedate-perl 1.2000-1
2014-10-10 03:43:52 status installed libtimedate-perl 1.2000-1
2014-10-10 03:43:52 configure vyatta-config-migrate 0.13.65+vyos1+helium1 0.13.65+vyos1+helium1
2014-10-10 03:43:52 status unpacked vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:53 status half-configured vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:53 status installed vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:53 configure ddclient 3.8.0-11.3 3.8.0-11.3
2014-10-10 03:43:53 status unpacked ddclient 3.8.0-11.3
2014-10-10 03:43:53 status unpacked ddclient 3.8.0-11.3
2014-10-10 03:43:53 status unpacked ddclient 3.8.0-11.3
2014-10-10 03:43:53 status half-configured ddclient 3.8.0-11.3
2014-10-10 03:43:53 status installed ddclient 3.8.0-11.3
2014-10-10 03:43:53 configure libnet-ssleay-perl 1.36-1 1.36-1
2014-10-10 03:43:53 status unpacked libnet-ssleay-perl 1.36-1
2014-10-10 03:43:53 status half-configured libnet-ssleay-perl 1.36-1
2014-10-10 03:43:53 status installed libnet-ssleay-perl 1.36-1
2014-10-10 03:43:53 configure libio-socket-ssl-perl 1.33-1+squeeze1 1.33-1+squeeze1
2014-10-10 03:43:53 status unpacked libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:53 status half-configured libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:53 status installed libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:53 configure libsocket6-perl 0.23-1 0.23-1
2014-10-10 03:43:53 status unpacked libsocket6-perl 0.23-1
2014-10-10 03:43:53 status half-configured libsocket6-perl 0.23-1
2014-10-10 03:43:53 status installed libsocket6-perl 0.23-1
2014-10-10 03:43:53 configure libsort-versions-perl 1.5-4 1.5-4
2014-10-10 03:43:53 status unpacked libsort-versions-perl 1.5-4
2014-10-10 03:43:53 status half-configured libsort-versions-perl 1.5-4
2014-10-10 03:43:53 status installed libsort-versions-perl 1.5-4
2014-10-10 03:43:53 configure libfile-sync-perl 0.09-4+b1 0.09-4+b1
2014-10-10 03:43:53 status unpacked libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:53 status half-configured libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:53 status installed libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:53 configure libvyatta-cfg1 0.102.0+vyos1+helium9 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status unpacked libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status half-configured libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status installed libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:53 configure vyatta-cfg 0.102.0+vyos1+helium9 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status unpacked vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status half-configured vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:53 status installed vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:53 configure cluster-glue 1.0.6-1 1.0.6-1
2014-10-10 03:43:53 status unpacked cluster-glue 1.0.6-1
2014-10-10 03:43:53 status unpacked cluster-glue 1.0.6-1
2014-10-10 03:43:53 status half-configured cluster-glue 1.0.6-1
2014-10-10 03:43:53 status installed cluster-glue 1.0.6-1
2014-10-10 03:43:53 configure cluster-agents 1:1.0.3-3.1 1:1.0.3-3.1
2014-10-10 03:43:53 status unpacked cluster-agents 1:1.0.3-3.1
2014-10-10 03:43:53 status unpacked cluster-agents 1:1.0.3-3.1
2014-10-10 03:43:53 status half-configured cluster-agents 1:1.0.3-3.1
2014-10-10 03:43:53 status installed cluster-agents 1:1.0.3-3.1
2014-10-10 03:43:53 configure heartbeat 1:3.0.3-2 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status unpacked heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status half-configured heartbeat 1:3.0.3-2
2014-10-10 03:43:53 status installed heartbeat 1:3.0.3-2
2014-10-10 03:43:53 configure libfile-slurp-perl 9999.13-1 9999.13-1
2014-10-10 03:43:53 status unpacked libfile-slurp-perl 9999.13-1
2014-10-10 03:43:53 status half-configured libfile-slurp-perl 9999.13-1
2014-10-10 03:43:53 status installed libfile-slurp-perl 9999.13-1
2014-10-10 03:43:53 configure liburi-perl 1.54-2 1.54-2
2014-10-10 03:43:53 status unpacked liburi-perl 1.54-2
2014-10-10 03:43:53 status half-configured liburi-perl 1.54-2
2014-10-10 03:43:53 status installed liburi-perl 1.54-2
2014-10-10 03:43:53 configure libhtml-tagset-perl 3.20-2 3.20-2
2014-10-10 03:43:53 status unpacked libhtml-tagset-perl 3.20-2
2014-10-10 03:43:53 status half-configured libhtml-tagset-perl 3.20-2
2014-10-10 03:43:53 status installed libhtml-tagset-perl 3.20-2
2014-10-10 03:43:53 configure libhtml-parser-perl 3.66-1 3.66-1
2014-10-10 03:43:53 status unpacked libhtml-parser-perl 3.66-1
2014-10-10 03:43:53 status half-configured libhtml-parser-perl 3.66-1
2014-10-10 03:43:53 status installed libhtml-parser-perl 3.66-1
2014-10-10 03:43:53 configure libhtml-tree-perl 3.23-2 3.23-2
2014-10-10 03:43:53 status unpacked libhtml-tree-perl 3.23-2
2014-10-10 03:43:53 status half-configured libhtml-tree-perl 3.23-2
2014-10-10 03:43:53 status installed libhtml-tree-perl 3.23-2
2014-10-10 03:43:53 configure libsnmp-perl 5.7.2+vyos1+helium1 5.7.2+vyos1+helium1
2014-10-10 03:43:53 status unpacked libsnmp-perl 5.7.2+vyos1+helium1
2014-10-10 03:43:53 status half-configured libsnmp-perl 5.7.2+vyos1+helium1
2014-10-10 03:43:53 status installed libsnmp-perl 5.7.2+vyos1+helium1
2014-10-10 03:43:53 configure libterm-readline-perl-perl 1.0303-1 1.0303-1
2014-10-10 03:43:53 status unpacked libterm-readline-perl-perl 1.0303-1
2014-10-10 03:43:53 status half-configured libterm-readline-perl-perl 1.0303-1
2014-10-10 03:43:53 status installed libterm-readline-perl-perl 1.0303-1
2014-10-10 03:43:53 configure libtree-simple-perl 1.18-1 1.18-1
2014-10-10 03:43:53 status unpacked libtree-simple-perl 1.18-1
2014-10-10 03:43:53 status half-configured libtree-simple-perl 1.18-1
2014-10-10 03:43:53 status installed libtree-simple-perl 1.18-1
2014-10-10 03:43:53 configure libwww-perl 5.836-1 5.836-1
2014-10-10 03:43:53 status unpacked libwww-perl 5.836-1
2014-10-10 03:43:53 status half-configured libwww-perl 5.836-1
2014-10-10 03:43:53 status installed libwww-perl 5.836-1
2014-10-10 03:43:53 configure libxml-namespacesupport-perl 1.09-3 1.09-3
2014-10-10 03:43:53 status unpacked libxml-namespacesupport-perl 1.09-3
2014-10-10 03:43:53 status half-configured libxml-namespacesupport-perl 1.09-3
2014-10-10 03:43:53 status installed libxml-namespacesupport-perl 1.09-3
2014-10-10 03:43:53 configure libxml-sax-perl 0.96+dfsg-2 0.96+dfsg-2
2014-10-10 03:43:53 status unpacked libxml-sax-perl 0.96+dfsg-2
2014-10-10 03:43:53 status half-configured libxml-sax-perl 0.96+dfsg-2
2014-10-10 03:43:53 status installed libxml-sax-perl 0.96+dfsg-2
2014-10-10 03:43:53 configure libxml-libxml-perl 1.70.ds-1 1.70.ds-1
2014-10-10 03:43:53 status unpacked libxml-libxml-perl 1.70.ds-1
2014-10-10 03:43:53 status half-configured libxml-libxml-perl 1.70.ds-1
2014-10-10 03:43:54 status installed libxml-libxml-perl 1.70.ds-1
2014-10-10 03:43:54 configure libxml-simple-perl 2.18-3 2.18-3
2014-10-10 03:43:54 status unpacked libxml-simple-perl 2.18-3
2014-10-10 03:43:54 status half-configured libxml-simple-perl 2.18-3
2014-10-10 03:43:54 status installed libxml-simple-perl 2.18-3
2014-10-10 03:43:54 configure lighttpd 1.4.28-2+squeeze1.6 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status unpacked lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status half-configured lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 status installed lighttpd 1.4.28-2+squeeze1.6
2014-10-10 03:43:54 configure squidguard 1.4.0+vyos1+helium1 1.4.0+vyos1+helium1
2014-10-10 03:43:54 status unpacked squidguard 1.4.0+vyos1+helium1
2014-10-10 03:43:54 status unpacked squidguard 1.4.0+vyos1+helium1
2014-10-10 03:43:54 status half-configured squidguard 1.4.0+vyos1+helium1
2014-10-10 03:43:54 status installed squidguard 1.4.0+vyos1+helium1
2014-10-10 03:43:54 configure strongswan 4.5.2-1.1-bpo60+vyos1+helium3 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:54 status unpacked strongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:54 status half-configured strongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:54 status installed strongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:54 configure eventwatchd 0.2 0.2
2014-10-10 03:43:54 status unpacked eventwatchd 0.2
2014-10-10 03:43:54 status unpacked eventwatchd 0.2
2014-10-10 03:43:54 status unpacked eventwatchd 0.2
2014-10-10 03:43:54 status half-configured eventwatchd 0.2
2014-10-10 03:43:54 status installed eventwatchd 0.2
2014-10-10 03:43:54 configure igmpproxy 1:0.1+vyos1+helium2 1:0.1+vyos1+helium2
2014-10-10 03:43:54 status unpacked igmpproxy 1:0.1+vyos1+helium2
2014-10-10 03:43:54 status unpacked igmpproxy 1:0.1+vyos1+helium2
2014-10-10 03:43:54 status half-configured igmpproxy 1:0.1+vyos1+helium2
2014-10-10 03:43:54 status installed igmpproxy 1:0.1+vyos1+helium2
2014-10-10 03:43:54 configure ubnt-igmpproxy 0.1.0+vyos1+helium2 0.1.0+vyos1+helium2
2014-10-10 03:43:54 status unpacked ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:54 status half-configured ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:54 status installed ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:54 configure vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2 0.11.0+vyos1+helium2
2014-10-10 03:43:54 status unpacked vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:54 status half-configured vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:54 status installed vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:54 configure vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5 0.12.36+vyos1+helium5
2014-10-10 03:43:54 status unpacked vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:54 status half-configured vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:54 status installed vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:54 configure vyatta-cfg-qos 0.15.42+vyos1+helium4 0.15.42+vyos1+helium4
2014-10-10 03:43:54 status unpacked vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:54 status unpacked vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:54 status half-configured vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:54 status installed vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:54 configure vyatta-cfg-vpn 0.12.105+vyos1+helium3 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status half-configured vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 status installed vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:54 configure vyatta-conntrack-sync 0.46+vyos1+helium1 0.46+vyos1+helium1
2014-10-10 03:43:54 status unpacked vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:54 status unpacked vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:54 status half-configured vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:54 status installed vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:54 configure vyatta-eventwatch 0.1+vyos1+helium2 0.1+vyos1+helium2
2014-10-10 03:43:54 status unpacked vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:54 status half-configured vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:54 status installed vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:54 configure vyatta-ipv6-rtradv 0.38+vyos1+helium5 0.38+vyos1+helium5
2014-10-10 03:43:54 status unpacked vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:54 status unpacked vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:54 status half-configured vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:54 status installed vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:54 configure vyatta-lldp 0.25+vyos1+helium1 0.25+vyos1+helium1
2014-10-10 03:43:54 status unpacked vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:54 status half-configured vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:54 status installed vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:54 configure tasksel 2.88 2.88
2014-10-10 03:43:54 status unpacked tasksel 2.88
2014-10-10 03:43:54 status half-configured tasksel 2.88
2014-10-10 03:43:54 status installed tasksel 2.88
2014-10-10 03:43:54 configure vyatta-cfg-system 0.20.43+vyos1+helium23 0.20.43+vyos1+helium23
2014-10-10 03:43:54 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:54 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:54 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:54 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:54 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:55 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:55 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:55 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:55 status unpacked vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:55 status half-configured vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:56 status installed vyatta-cfg-system 0.20.43+vyos1+helium23
2014-10-10 03:43:56 configure vyatta-op 0.14.0+vyos1+helium17 0.14.0+vyos1+helium17
2014-10-10 03:43:56 status unpacked vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:56 status half-configured vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:56 status installed vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:56 configure vyatta-cfg-firewall 0.13.91+vyos1+helium8 0.13.91+vyos1+helium8
2014-10-10 03:43:56 status unpacked vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:56 status unpacked vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:56 status unpacked vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:56 status half-configured vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:56 status installed vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:56 configure vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4 0.11.20+vyos1+helium4
2014-10-10 03:43:56 status unpacked vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:56 status unpacked vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:56 status unpacked vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:56 status half-configured vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:56 status installed vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:56 configure vyatta-cfg-quagga 0.19.0+vyos1+helium8 0.19.0+vyos1+helium8
2014-10-10 03:43:56 status unpacked vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:56 status half-configured vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:56 status installed vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:56 configure vyatta-cluster 0.11.25+vyos1+helium1 0.11.25+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:56 status half-configured vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:56 status installed vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:56 configure vyatta-config-mgmt 0.34+vyos1+helium1 0.34+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:56 status half-configured vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:56 status installed vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:56 configure vyatta-conntrack 0.54+vyos1+helium1 0.54+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:56 status half-configured vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:56 status installed vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:56 configure vyatta-cron 1.0.3+vyos1+helium9 1.0.3+vyos1+helium9
2014-10-10 03:43:56 status unpacked vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:56 status half-configured vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:56 status installed vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:56 configure vyatta-nat 0.13.0+vyos1+helium2 0.13.0+vyos1+helium2
2014-10-10 03:43:56 status unpacked vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:56 status half-configured vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:56 status installed vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:56 configure vyatta-netflow 0.42+vyos1+helium1 0.42+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:56 status half-configured vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:56 status installed vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:56 configure vyatta-op-dhcp-server 0.14.0+vyos1+helium3 0.14.0+vyos1+helium3
2014-10-10 03:43:56 status unpacked vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:56 status half-configured vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:56 status installed vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:56 configure vyatta-op-firewall 0.11.0+vyos1+helium1 0.11.0+vyos1+helium1
2014-10-10 03:43:56 status unpacked vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:56 status half-configured vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:56 status installed vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:56 configure vyatta-op-qos 0.12.27+vyos1+helium1 0.12.27+vyos1+helium1
